job_id,job_title,company,location_raw,city_clean,country_clean,continent_clean,salary_raw,seniority_level,required_skills
4416929006,"Trans Planning Data Analyst, Supply Chain Transportation Planning",Amazon,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4425724622,Sr Data Analyst,Boubyan Digital Factory,"New Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""R"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""LOOKER"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}]"
4416009899,SAP Analytical Cloud -Remote,Müller's Solutions,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,[]
4362975053,Reporting Analyst,Foundever,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4430956299,Senior Data Analyst,4level1,"Qesm El Maadi, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""R"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4414661824,"Graduate In Training Program (GIT), Business Intelligence",Valeo,"Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""R"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4425302015,DLM Enterprise Data Analyst - VOIS,VOIS,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4405930425,Lead Data Governance,Halan - حالا,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,[]
4416245736,Sr Client Data Analyst,RATP Dev Mobility Cairo,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}]"
4408817676,Data Scientist,Banque Misr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4430732688,Data Engineer (Data Integration),Valleysoft | Center of Excellence,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""HADOOP"", ""skill_category"": ""Data Engineering""}]"
4422673552,Azure Data Engineer,Coca-Cola HBC,"Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""SCALA"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""DATABRICKS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""HADOOP"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""KAFKA"", ""skill_category"": ""Data Engineering""}]"
4398672469,Operations Analyst,DiDi,"Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Associate,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4381862637,Data Engineer,Schneider Electric,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Entry level,"[{""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4410620543,Data Engineer,WiiGroup,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}]"
4429760220,Data Security & DLP Analyst,Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $38.00/hr - $60.00/hr,Not Applicable,[]
4427525345,"ETIC, Summer Internship - Data Analytics",PwC,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Internship,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""QLIK"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""DATABRICKS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}]"
4425264132,Middle Data Scientist,Nexttec Technology Outsourcing,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""GCP"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""AIRFLOW"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""DOCKER"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""KUBERNETES"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""SCIKIT-LEARN"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4374101102,"Graduate In Training Program (GIT), Business Intelligence",Valeo,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4425496247,"Trans Planning Data Analyst, Supply Chain Transportation Planning",Amazon,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,[]
4425827118,Specialist Logistics Performance,talabat,"Qesm El Maadi, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""LOOKER"", ""skill_category"": ""BI Tools""}]"
4425110119,Market Intelligence - Senior Research Analyst - Cairo,Infomineo,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Entry level,[]
4290478598,"ETIC, Data Science - Associate",PwC,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Associate,[]
4374035871,Power BI Engineer,Ontrac Solutions,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}]"
4414661824,"Graduate In Training Program (GIT), Business Intelligence",Valeo,"Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""R"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4405888865,Senior associate_ H&B Data analysis and Reporting,WTW,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""EXCEL"", ""skill_category"": ""BI Tools""}]"
4408817676,Data Scientist,Banque Misr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4410034063,Data Science Specialist,Banque Misr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4416398751,Data Analyst,Al Ahly Momkn,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}]"
4427043192,AI Engineering Intern,Cegedim,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4417432702,AI/ML Engineer,VML,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4370991380,AI Engineer (mid-level/senior),Lucidya | لوسيديا,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}]"
4425017971,AI Engineer (Hybrid),Bayantech,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""DOCKER"", ""skill_category"": ""Data Engineering""}]"
4381650519,Machine Learning Engineer,Smart Eye,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4425789741,Data Scientist,Vodafone,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""HADOOP"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}]"
4415307560,Junior Analytics Specialist,Spiralyze,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Entry level,[]
4425170971,Data Scientist II,Klivvr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""LOOKER"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""SCIKIT-LEARN"", ""skill_category"": ""Libraries/Frameworks""}]"
4428662473,Software Engineer (AI Training),Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $20.00/hr - $100.00/hr,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}]"
4428826997,Senior Data Scientist,Klivvr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""SCIKIT-LEARN"", ""skill_category"": ""Libraries/Frameworks""}]"
4428665327,Software Engineer (AI Training),Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $20.00/hr - $100.00/hr,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}]"
4428672295,Software Engineer (AI Training),Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $20.00/hr - $100.00/hr,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}]"
4237007178,AI & Robotics Business Partner,UNIS,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,[]
4428670336,Software Engineer (AI Training),Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $20.00/hr - $100.00/hr,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}]"
4428666313,Software Engineer (AI Training),Alignerr,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Base pay range $20.00/hr - $100.00/hr,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}]"
4427054068,MLOps Engineering Intern,Cegedim,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""GCP"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AIRFLOW"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""DOCKER"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""KUBERNETES"", ""skill_category"": ""Data Engineering""}]"
4425264132,Middle Data Scientist,Nexttec Technology Outsourcing,"Giza, Al Jizah, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""GCP"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""AIRFLOW"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""DOCKER"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""KUBERNETES"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""PANDAS"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""NUMPY"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""SCIKIT-LEARN"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4427087600,Data Scientist,SysTechCorp Inc,"Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Mid-Senior level,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}]"
4421686547,Senior Data Scientist,Finaira,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""R"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""JAVA"", ""skill_category"": ""Languages""}, {""skill_name"": ""SCALA"", ""skill_category"": ""Languages""}, {""skill_name"": ""POWER BI"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""TABLEAU"", ""skill_category"": ""BI Tools""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""AZURE"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""GCP"", ""skill_category"": ""Cloud Platforms""}, {""skill_name"": ""SPARK"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""HADOOP"", ""skill_category"": ""Data Engineering""}, {""skill_name"": ""SCIKIT-LEARN"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""TENSORFLOW"", ""skill_category"": ""Libraries/Frameworks""}, {""skill_name"": ""PYTORCH"", ""skill_category"": ""Libraries/Frameworks""}]"
4430704531,"Data Analyst, AMET Central Data Analytics team",Amazon,"Cairo, Cairo, Egypt",Cairo,Egypt,Africa,Not Mentioned,Not Applicable,"[{""skill_name"": ""PYTHON"", ""skill_category"": ""Languages""}, {""skill_name"": ""SQL"", ""skill_category"": ""Languages""}, {""skill_name"": ""AWS"", ""skill_category"": ""Cloud Platforms""}]"
